APGIII_FAMILY,APGIII_ORDER,APGIII_NUMBER,GROUP
Tormentillaceae,Rosales,NA,Bryophytes
Ulmariaceae,Rosales,NA,Bryophytes
Ziziphaceae,Rosales,NA,Bryophytes
Meliosmaceae,Sabiales,NA,Bryophytes
Wellingtoniaceae,Sabiales,NA,Bryophytes
Amphorogynaceae,Santalales,NA,Bryophytes
Anthobolaceae,Santalales,NA,Bryophytes
Aptandraceae,Santalales,NA,Bryophytes
Arceuthobiaceae,Santalales,NA,Bryophytes
Arjonaceae,Santalales,NA,Bryophytes
Bifariaceae,Santalales,NA,Bryophytes
Canopodaceae,Santalales,NA,Bryophytes
Cansjeraceae,Santalales,NA,Bryophytes
Cathedraceae,Santalales,NA,Bryophytes
Cervantesiaceae,Santalales,NA,Bryophytes
Chaunochitonaceae,Santalales,NA,Bryophytes
Comandraceae,Santalales,NA,Bryophytes
Coulaceae,Santalales,NA,Bryophytes
Dactylanthaceae,Santalales,NA,Bryophytes
Dendrophthoaceae,Santalales,NA,Bryophytes
Elytranthaceae,Santalales,NA,Bryophytes
Eremolepidaceae,Santalales,NA,Bryophytes
Erythropalaceae,Santalales,NA,Bryophytes
Exocarpaceae,Santalales,NA,Bryophytes
Gaiadendraceae,Santalales,NA,Bryophytes
Ginalloaceae,Santalales,NA,Bryophytes
Hachetteaceae,Santalales,NA,Bryophytes
Harmandiaceae,Santalales,NA,Bryophytes
Heisteriaceae,Santalales,NA,Bryophytes
Helosidaceae,Santalales,NA,Bryophytes
Langsdorffiaceae,Santalales,NA,Bryophytes
Lepidocerataceae,Santalales,NA,Bryophytes
Lophophytaceae,Santalales,NA,Bryophytes
Mystropetalaceae,Santalales,NA,Bryophytes
Nanodeaceae,Santalales,NA,Bryophytes
Nuytsiaceae,Santalales,NA,Bryophytes
Octoknemaceae,Santalales,NA,Bryophytes
Osyridaceae,Santalales,NA,Bryophytes
Phoradendraceae,Santalales,NA,Bryophytes
Psittacanthaceae,Santalales,NA,Bryophytes
Sarcophytaceae,Santalales,NA,Bryophytes
Scorodocarpaceae,Santalales,NA,Bryophytes
Scybaliaceae,Santalales,NA,Bryophytes
Strombosiaceae,Santalales,NA,Bryophytes
Tetrastylidiaceae,Santalales,NA,Bryophytes
Thesiaceae,Santalales,NA,Bryophytes
Viscaceae,Santalales,NA,Bryophytes
Ximeniaceae,Santalales,NA,Bryophytes
Aceraceae,Sapindales,NA,Bryophytes
Aesculaceae,Sapindales,NA,Bryophytes
Ailanthaceae,Sapindales,NA,Bryophytes
Aitoniaceae,Sapindales,NA,Bryophytes
Allophylaceae,Sapindales,NA,Bryophytes
Amyridaceae,Sapindales,NA,Bryophytes
Aurantiaceae,Sapindales,NA,Bryophytes
Balsameaceae,Sapindales,NA,Bryophytes
Blepharocaryaceae,Sapindales,NA,Bryophytes
Boroniaceae,Sapindales,NA,Bryophytes
Castelaceae,Sapindales,NA,Bryophytes
Cedrelaceae,Sapindales,NA,Bryophytes
Citraceae,Sapindales,NA,Bryophytes
Cneoraceae,Sapindales,NA,Bryophytes
Comocladiaceae,Sapindales,NA,Bryophytes
Correaceae,Sapindales,NA,Bryophytes
Dictamnaceae,Sapindales,NA,Bryophytes
Diosmaceae,Sapindales,NA,Bryophytes
Diplolaenaceae,Sapindales,NA,Bryophytes
Dodonaeaceae,Sapindales,NA,Bryophytes
Flindersiaceae,Sapindales,NA,Bryophytes
Fraxinellaceae,Sapindales,NA,Bryophytes
Hippocastanaceae,Sapindales,NA,Bryophytes
Holacanthaceae,Sapindales,NA,Bryophytes
Jamboliferaceae,Sapindales,NA,Bryophytes
Julianiaceae,Sapindales,NA,Bryophytes
Koelreuteriaceae,Sapindales,NA,Bryophytes
Leitneriaceae,Sapindales,NA,Bryophytes
Lentiscaceae,Sapindales,NA,Bryophytes
Ornithrophaceae,Sapindales,NA,Bryophytes
Paulliniaceae,Sapindales,NA,Bryophytes
Paviaceae,Sapindales,NA,Bryophytes
Peganaceae,Sapindales,NA,Bryophytes
Pilocarpaceae,Sapindales,NA,Bryophytes
Pistaciaceae,Sapindales,NA,Bryophytes
Podoaceae,Sapindales,NA,Bryophytes
Ptaeroxylaceae,Sapindales,NA,Bryophytes
Pteleaceae,Sapindales,NA,Bryophytes
Quassiaceae,Sapindales,NA,Bryophytes
Rhoaceae,Sapindales,NA,Bryophytes
Schinaceae,Sapindales,NA,Bryophytes
Simabaceae,Sapindales,NA,Bryophytes
Soulameaceae,Sapindales,NA,Bryophytes
Spatheliaceae,Sapindales,NA,Bryophytes
Spondiadaceae,Sapindales,NA,Bryophytes
Swieteniaceae,Sapindales,NA,Bryophytes
Tetradiclidaceae,Sapindales,NA,Bryophytes
Vernicaceae,Sapindales,NA,Bryophytes
Xanthoceraceae,Sapindales,NA,Bryophytes
Zanthoxylaceae,Sapindales,NA,Bryophytes
Brachycaulaceae,Saxifragales,NA,Bryophytes
Cercodiaceae,Saxifragales,NA,Bryophytes
Chrysospleniaceae,Saxifragales,NA,Bryophytes
Cotyledonaceae,Saxifragales,NA,Bryophytes
Disanthaceae,Saxifragales,NA,Bryophytes
Exbucklandiaceae,Saxifragales,NA,Bryophytes
Fothergillaceae,Saxifragales,NA,Bryophytes
Medusandraceae,Saxifragales,NA,Bryophytes
Myriophyllaceae,Saxifragales,NA,Bryophytes
Parrotiaceae,Saxifragales,NA,Bryophytes
Pectiantiaceae,Saxifragales,NA,Bryophytes
Pterostemonaceae,Saxifragales,NA,Bryophytes
Rhodiolaceae,Saxifragales,NA,Bryophytes
Rhodoleiaceae,Saxifragales,NA,Bryophytes
Ribesiaceae,Saxifragales,NA,Bryophytes
Sedaceae,Saxifragales,NA,Bryophytes
Sempervivaceae,Saxifragales,NA,Bryophytes
Tillaeaceae,Saxifragales,NA,Bryophytes
Atropaceae,Solanales,NA,Bryophytes
Browalliaceae,Solanales,NA,Bryophytes
Cestraceae,Solanales,NA,Bryophytes
Cressaceae,Solanales,NA,Bryophytes
Cuscutaceae,Solanales,NA,Bryophytes
Daturaceae,Solanales,NA,Bryophytes
Dichondraceae,Solanales,NA,Bryophytes
Duckeodendraceae,Solanales,NA,Bryophytes
Erycibaceae,Solanales,NA,Bryophytes
Evolvulaceae,Solanales,NA,Bryophytes
Goetzeaceae,Solanales,NA,Bryophytes
Humbertiaceae,Solanales,NA,Bryophytes
Hyoscyamaceae,Solanales,NA,Bryophytes
Kaliphoraceae,Solanales,NA,Bryophytes
Lyciaceae,Solanales,NA,Bryophytes
Nicotianaceae,Solanales,NA,Bryophytes
Nolanaceae,Solanales,NA,Bryophytes
Poranaceae,Solanales,NA,Bryophytes
Sagoneaceae,Solanales,NA,Bryophytes
Salpiglossidaceae,Solanales,NA,Bryophytes
Sclerophylacaceae,Solanales,NA,Bryophytes
Tetracentraceae,Trochodendrales,NA,Bryophytes
Baxteriaceae,unplacedCommelinid,NA,Bryophytes
Calectasiaceae,unplacedCommelinid,NA,Bryophytes
Kingiaceae,unplacedCommelinid,NA,Bryophytes
Ampelidopsaceae,Vitales,NA,Bryophytes
Cissaceae,Vitales,NA,Bryophytes
Leeaceae,Vitales,NA,Bryophytes
Pterisanthaceae,Vitales,NA,Bryophytes
Alpiniaceae,Zingiberales,NA,Bryophytes
Amomaceae,Zingiberales,NA,Bryophytes
Curcumaceae,Zingiberales,NA,Bryophytes
Agialidaceae,Zygophyllales,NA,Bryophytes
Balanitaceae,Zygophyllales,NA,Bryophytes
Tribulaceae,Zygophyllales,NA,Bryophytes
